residential_status,loan_rate,loan_amount,loan_purpose,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months,loan_approval_status
Owner,7.74,7500.0,Study,3.0,8,29,120000,Excellent,No,0.06,A,,Approved
Renter,7.88,4500.0,Personal,5.0,5,29,28800,Excellent,No,0.16,C,,Approved
Renter,,10000.0,Debt Consolidation,0.0,2,24,90000,Excellent,No,0.11,C,35.0,Approved
Mortgage,,35000.0,Business,5.0,8,27,80000,Good,No,0.44,B,103.0,Approved
Mortgage,10.99,6500.0,Home Improvement,6.0,2,25,55000,Very Good,No,0.12,B,,Approved
Renter,13.23,10000.0,Personal,4.0,3,23,37000,Good,No,0.27,C,43.0,Approved
Renter,12.99,12000.0,Business,1.0,2,23,73500,Good,No,0.16,C,25.0,Declined
Renter,,4000.0,Study,1.0,4,23,26000,Very Good,No,0.15,C,,Approved
Renter,7.88,8800.0,Business,1.0,7,28,93200,Excellent,No,0.09,C,95.0,Approved
Renter,12.69,335963927.8125,Study,6.0,5,30,15000,Very Good,No,0.18,C,66.0,Declined
Renter,13.72,2500.0,Study,2.0,10,31,95000,Good,Yes,0.03,C,123.0,Approved
Mortgage,11.71,35000.0,Personal,3.0,7,28,250000,Very Good,No,0.14,B,86.0,Approved
Mortgage,8.94,14500.0,Study,4.0,3,23,98000,Excellent,No,0.15,B,39.0,Approved
Renter,10.62,12000.0,Business,5.0,2,21,55000,Very Good,,0.22,C,33.0,Approved
Renter,15.28,8000.0,Study,7.0,4,25,64000,Fair,No,0.13,C,49.0,Declined
Renter,10.37,10000.0,Study,7.0,2,22,40000,Very Good,No,0.25,C,33.0,Approved
Renter,,12000.0,Debt Consolidation,0.0,10,30,58800,Excellent,No,0.2,C,129.0,Approved
Mortgage,8.94,4200.0,Business,5.0,5,33,90000,Excellent,No,0.05,B,70.0,Approved
Mortgage,11.48,21000.0,Study,5.0,3,22,77000,Very Good,No,0.27,B,39.0,Approved
Renter,19.03,5000.0,Personal,6.0,3,22,102240,Poor,No,0.05,C,40.0,Approved
Mortgage,14.17,20000.0,Home Improvement,12.0,9,28,103000,Good,Yes,0.19,B,114.0,Declined
Mortgage,8.9,35000.0,Study,6.0,4,23,125000,Excellent,No,0.28,B,53.0,Approved
Mortgage,13.99,2000.0,Personal,0.0,3,21,24960,Good,Yes,0.08,B,37.0,Approved
Renter,12.73,18000.0,Business,7.0,2,23,75000,Good,No,0.24,C,30.0,Approved
Renter,12.72,1775.0,Study,0.0,2,23,45000,Good,Yes,0.04,C,31.0,Approved
Renter,11.83,12000.0,Business,10.0,3,26,80000,Very Good,No,0.15,C,41.0,Approved
Renter,7.49,11000.0,Personal,4.0,4,22,46000,Excellent,No,0.24,C,55.0,Approved
Mortgage,17.88,15000.0,Study,2.0,11,41,140000,Poor,,0.11,B,142.0,Approved
Mortgage,6.99,2500.0,Study,6.0,3,22,60000,Excellent,No,0.04,B,46.0,Approved
Renter,,1950.0,Study,4.0,11,43,11340,Good,,0.17,C,143.0,Declined
Renter,16.7,13075.0,Business,1.0,8,33,51200,Poor,Yes,0.26,C,102.0,Declined
Mortgage,5.42,8000.0,Home Improvement,5.0,4,24,57000,Excellent,No,0.14,B,51.0,Approved
Unknown,7.68,1000.0,Home Improvement,0.0,12,46,85000,Excellent,No,0.01,D,149.0,Approved
Mortgage,7.88,7000.0,Business,11.0,6,31,46000,Excellent,No,0.15,B,79.0,Approved
Mortgage,8.9,24000.0,Health,10.0,3,26,85000,Excellent,No,0.28,B,37.0,Approved
Mortgage,16.49,2182329787.5,Personal,7.0,3,25,54000,Fair,Yes,0.22,B,45.0,Approved
Renter,7.88,10000.0,Home Improvement,5.0,4,25,64800,Excellent,No,0.15,C,58.0,Approved
Renter,13.84,12000.0,Home Improvement,1.0,7,30,60000,Good,Yes,0.2,C,95.0,Approved
Owner,6.91,22750.0,Business,1.0,10,34,42000,Excellent,No,0.54,A,121.0,Approved
Renter,10.37,16700.0,Study,4.0,3,23,54996,Very Good,No,0.3,C,38.0,Approved
Mortgage,11.36,1000.0,Business,6.0,2,22,17400,Very Good,No,0.06,B,25.0,Approved
Renter,,2400.0,Study,1.0,4,22,35000,Good,,0.07,C,59.0,Approved
Mortgage,,12000.0,Personal,3.0,3,23,91000,Very Good,No,0.13,B,38.0,Approved
Owner,6.62,1325.0,Personal,8.0,2,24,39456,Excellent,No,0.03,A,26.0,Approved
Mortgage,11.14,15000.0,Study,9.0,3,25,130000,Very Good,No,0.12,B,42.0,Approved
Owner,7.14,5000.0,Personal,14.0,7,30,30000,Excellent,No,0.17,A,95.0,Approved
Mortgage,14.26,6500.0,Personal,0.0,2,21,25200,Good,Yes,0.26,B,33.0,Declined
Mortgage,12.23,6000.0,Study,18.0,5,34,109200,Good,Yes,0.05,B,63.0,Approved
Renter,10.36,3000.0,Personal,7.0,4,23,58800,Very Good,No,0.05,C,57.0,Declined
Renter,6.99,11000.0,Study,8.0,10,33,32400,Excellent,No,0.34,C,127.0,Declined
Renter,7.9,4556092012.5,Study,2.0,2,23,65000,Excellent,No,0.43,C,34.0,Declined
Mortgage,5.79,8500.0,Personal,9.0,6,32,95000,Excellent,No,0.09,B,83.0,Approved
Mortgage,7.66,3000.0,Study,8.0,4,24,52000,Excellent,No,0.06,B,54.0,Approved
Mortgage,13.49,10000.0,Personal,10.0,4,26,75000,Good,No,0.13,B,52.0,Approved
Renter,,10000.0,Home Improvement,4.0,6,33,75000,Excellent,No,0.13,C,73.0,Approved
Renter,6.54,1775.0,Study,0.0,3,21,40000,Excellent,,0.04,C,43.0,Approved
Renter,7.88,12000.0,Home Improvement,9.0,7,28,140000,Excellent,No,0.09,C,89.0,Approved
Mortgage,15.31,7750.0,Health,0.0,14,43,98600,Fair,,0.07,B,,Declined
Owner,16.0,3000.0,Study,1.0,2,24,22000,Fair,No,0.14,A,30.0,Approved
Mortgage,10.65,35000.0,Business,7.0,2,25,365000,Very Good,No,0.1,B,32.0,Approved
Mortgage,9.99,6500.0,Home Improvement,2.0,9,31,26010,Very Good,No,0.25,B,115.0,Approved
Mortgage,8.49,5000.0,Personal,,11,39,42000,Excellent,No,0.12,B,133.0,Approved
Renter,10.65,14000.0,Personal,3.0,9,29,48880,Very Good,No,0.29,C,109.0,Approved
Mortgage,7.9,4000.0,Personal,0.0,8,28,60000,Excellent,,0.07,B,99.0,Approved
Mortgage,6.39,3700.0,Study,3.0,7,33,62000,Excellent,No,0.06,B,,Approved
Mortgage,15.62,15000.0,Home Improvement,8.0,8,30,102000,Fair,Yes,0.15,B,100.0,Approved
Renter,14.35,20000.0,Study,2.0,3,25,91229,Good,No,0.22,C,47.0,Approved
Renter,,15075.0,Home Improvement,14.0,7,31,29000,Good,No,0.52,C,85.0,Declined
Mortgage,11.49,18000.0,Personal,3.0,14,43,350000,Very Good,No,0.05,B,173.0,Approved
Renter,13.48,4000.0,Personal,2.0,6,31,24000,Good,Yes,0.17,C,73.0,Approved
Renter,6.92,5000.0,Health,1.0,10,29,24000,Excellent,No,0.21,C,123.0,Approved
Renter,13.22,10000.0,Health,3.0,4,21,36000,Good,No,0.28,C,59.0,Approved
Renter,12.42,12800.0,Study,1.0,4,23,58000,Very Good,No,0.22,C,57.0,Approved
Renter,10.74,6000.0,Home Improvement,1.0,2,25,56000,Very Good,No,0.11,C,27.0,Approved
Mortgage,10.65,6000.0,Business,5.0,12,45,126000,Very Good,No,0.05,B,149.0,Approved
Mortgage,7.88,7200.0,Health,9.0,2,24,69000,Excellent,No,0.1,B,28.0,Approved
Mortgage,6.99,2325.0,Study,4.0,17,37,50000,Excellent,No,0.05,B,205.0,Approved
Renter,14.46,11500.0,Health,0.0,5,28,30000,Fair,Yes,0.38,C,63.0,Declined
Mortgage,5.42,10000.0,Personal,12.0,8,28,100000,Excellent,No,0.1,B,97.0,Approved
Renter,15.37,7500.0,Health,5.0,4,25,58650,Fair,No,0.11,C,53.0,Declined
Owner,15.31,1750.0,Home Improvement,2.0,4,25,15000,Fair,Yes,0.12,A,53.0,Approved
Renter,11.11,20000.0,Health,0.0,2,23,67000,Very Good,No,0.3,C,30.0,Approved
Renter,16.29,23850.0,Business,5.0,10,28,75000,Fair,No,0.32,C,130.0,Declined
Mortgage,17.99,12000.0,Debt Consolidation,20.0,15,49,74000,Poor,No,0.16,B,188.0,Declined
Renter,12.53,2000.0,Debt Consolidation,5.0,17,43,60000,Very Good,No,0.03,C,208.0,Approved
Renter,12.21,4000.0,Personal,6.0,3,22,60000,Very Good,,0.07,C,37.0,Approved
Mortgage,6.39,1300.0,Personal,6.0,3,22,81600,Excellent,No,0.02,B,41.0,Approved
Renter,12.42,25000.0,Health,2.0,10,30,225000,Very Good,No,0.11,C,129.0,Approved
Owner,5.42,6000.0,Personal,0.0,2,23,42000,Excellent,No,0.14,A,27.0,Approved
Mortgage,11.14,20000.0,Home Improvement,3.0,12,39,138000,Very Good,No,0.14,B,,Declined
Owner,,7000.0,Personal,7.0,13,49,60000,Good,No,0.12,A,162.0,Approved
Renter,13.16,15000.0,Health,7.0,3,24,73500,Good,,0.2,C,44.0,Approved
Owner,16.29,10000.0,Health,4.0,17,36,36000,Fair,Yes,0.28,A,,Approved
Renter,10.38,17000.0,Home Improvement,3.0,11,38,51000,Very Good,No,0.33,C,135.0,Declined
Owner,7.05,16000.0,Business,15.0,14,47,109000,Excellent,No,0.15,A,173.0,Approved
Renter,8.7,10000.0,Business,3.0,2,24,24000,Very Good,No,0.42,C,32.0,Declined
Renter,11.71,7000.0,Home Improvement,2.0,9,29,75000,Very Good,,0.09,C,113.0,Approved
Owner,9.99,8000.0,Business,2.0,7,29,24996,Very Good,No,0.32,A,87.0,Approved
Mortgage,7.88,2000.0,Business,0.0,5,27,18000,Excellent,No,0.11,B,63.0,Approved
Renter,,6000.0,Business,0.0,10,34,36000,Fair,No,0.17,C,125.0,Declined
Renter,18.64,4000.0,Business,11.0,5,28,41000,Poor,,0.1,C,65.0,Declined
Renter,5.99,6200.0,Personal,4.0,2,22,72000,Excellent,No,0.09,C,27.0,Approved
Mortgage,,23000.0,Study,3.0,7,28,57360,Very Good,No,0.4,B,89.0,Approved
Mortgage,,2400.0,Study,3.0,14,38,126000,Fair,Yes,0.02,B,178.0,Approved
Renter,,6600.0,Home Improvement,3.0,3,24,52000,Excellent,No,0.13,C,42.0,Approved
Renter,11.12,10800.0,Personal,2.0,3,26,33996,Very Good,No,0.32,C,42.0,Declined
Owner,11.89,9000.0,Business,13.0,6,29,98736,Very Good,No,0.09,A,77.0,Approved
Mortgage,11.14,20000.0,Home Improvement,9.0,4,25,120000,Very Good,No,0.17,B,59.0,Approved
Mortgage,6.62,5500.0,Debt Consolidation,8.0,2,25,110000,Excellent,No,0.05,B,,Approved
Mortgage,12.09,10500.0,Business,0.0,13,46,74500,Good,No,0.14,B,161.0,Approved
Renter,12.69,6000.0,Debt Consolidation,5.0,5,28,51000,Very Good,No,0.12,C,68.0,Approved
Mortgage,13.98,9600.0,Debt Consolidation,7.0,13,36,78000,Good,Yes,0.12,B,163.0,Declined
Mortgage,6.91,12000.0,Health,4.0,3,22,85000,Excellent,No,0.14,B,40.0,Approved
Renter,13.49,10400.0,Study,9.0,10,27,62000,Good,Yes,0.17,C,128.0,Approved
Renter,15.62,7800.0,Business,2.0,2,24,49000,Fair,No,0.16,C,34.0,Declined
Owner,14.74,7200.0,Health,0.0,4,21,19000,Fair,Yes,0.38,A,57.0,Declined
Mortgage,11.49,3200.0,Business,8.0,2,24,61500,Very Good,No,0.05,B,34.0,Approved
Mortgage,18.64,3800.0,Health,3.0,2,23,30000,Poor,No,0.13,B,25.0,Declined
Renter,12.69,2600.0,Debt Consolidation,1.0,7,29,9600,Very Good,No,0.27,C,,Declined
Mortgage,10.95,8000.0,Study,0.0,2,23,69000,Very Good,No,0.12,B,32.0,Approved
Renter,9.99,6475.0,Health,2.0,24,66,42000,Very Good,No,0.15,C,290.0,Approved
Renter,12.53,20000.0,Health,1.0,4,24,35364,Very Good,No,0.57,C,58.0,Declined
Renter,12.21,8000.0,Health,1.0,6,27,35000,Very Good,No,0.23,C,82.0,Approved
Mortgage,8.59,6400.0,Study,5.0,3,24,61193,Excellent,No,0.1,B,43.0,Approved
Renter,11.34,9700.0,Home Improvement,1.0,2,21,28000,Good,No,0.35,C,25.0,Declined
Renter,11.11,12000.0,Debt Consolidation,12.0,7,28,40000,Very Good,No,0.3,C,85.0,Approved
Renter,11.71,2000.0,Health,3.0,3,21,34800,Very Good,No,0.06,C,40.0,Approved
Mortgage,15.7,1244310843.75,Personal,3.0,9,27,72900,Fair,Yes,0.14,B,113.0,Approved
Renter,9.07,7000.0,Debt Consolidation,3.0,3,25,46000,Excellent,No,0.15,C,43.0,Approved
Mortgage,12.68,8000.0,Study,0.0,2,24,98400,Good,No,0.08,B,27.0,Approved
Mortgage,6.99,4500.0,Health,,12,37,77000,Excellent,No,0.06,B,152.0,Approved
Renter,8.49,14000.0,Study,6.0,4,22,46000,Excellent,No,0.3,C,,Approved
Mortgage,9.32,4000.0,Debt Consolidation,0.0,9,27,75852,Excellent,No,0.05,B,117.0,Approved
Renter,,8000.0,Business,8.0,30,51,62046,Excellent,No,0.13,C,369.0,Approved
Renter,14.59,15000.0,Study,1.0,3,25,44000,Fair,No,0.34,C,43.0,Declined
Renter,7.49,10000.0,Study,2.0,4,22,20000,Excellent,No,0.5,C,52.0,Declined
Mortgage,13.49,16000.0,Personal,1.0,13,39,68000,Good,Yes,0.24,B,160.0,Approved
Mortgage,6.54,1000.0,Debt Consolidation,11.0,5,27,70000,Excellent,,0.01,B,71.0,Approved
Mortgage,10.38,21000.0,Home Improvement,14.0,13,42,52400,Very Good,No,0.4,B,157.0,Approved
Renter,9.63,8000.0,Health,0.0,3,26,125000,Very Good,No,0.06,C,42.0,Approved
Renter,11.86,25000.0,Personal,3.0,2,24,70000,Very Good,No,0.36,C,26.0,Declined
Renter,6.62,12000.0,Business,4.0,10,32,63000,Excellent,No,0.19,C,127.0,Approved
Mortgage,13.23,15000.0,Business,6.0,3,22,64000,Good,,0.23,B,43.0,Approved
Mortgage,15.27,4750.0,Business,7.0,7,27,49500,Good,No,0.1,B,86.0,Declined
Mortgage,11.03,9000.0,Home Improvement,8.0,2,23,62000,Good,No,0.15,B,25.0,Declined
Renter,15.23,4800.0,Business,5.0,7,28,29004,Good,Yes,0.17,C,93.0,Approved
Renter,15.62,9450.0,Health,9.0,3,26,34200,Fair,No,0.28,C,,Declined
Renter,9.99,11450.0,Study,1.0,6,32,30000,Very Good,No,0.38,C,74.0,Declined
Mortgage,12.53,8000.0,Health,0.0,3,22,46000,Very Good,No,0.17,B,37.0,Declined
Renter,,1600.0,Personal,6.0,4,22,21600,Fair,Yes,0.07,C,58.0,Approved
Mortgage,6.76,8000.0,Study,2.0,10,27,125000,Excellent,No,0.06,B,128.0,Approved
Renter,13.06,20000.0,Home Improvement,9.0,2,25,100000,Good,No,0.2,C,,Approved
Mortgage,11.71,25000.0,Health,7.0,3,23,100000,Very Good,No,0.25,B,47.0,Approved
Renter,12.18,20000.0,Study,8.0,4,26,54996,Very Good,No,0.36,C,53.0,Declined
Mortgage,,5000.0,Business,11.0,5,27,115000,Very Good,,0.04,B,69.0,Approved
Renter,5.42,3500.0,Study,1.0,3,23,70000,Excellent,No,0.05,C,44.0,Approved
Renter,9.99,4500.0,Study,7.0,10,31,36000,Very Good,,0.13,C,126.0,Approved
Renter,7.49,12000.0,Debt Consolidation,6.0,3,22,48609,Excellent,No,0.25,C,41.0,Approved
Renter,9.32,10000.0,Business,6.0,2,24,60000,Excellent,No,0.17,C,33.0,Approved
Renter,7.49,9200.0,Personal,3.0,15,41,40000,Excellent,,0.23,C,186.0,Approved
Mortgage,12.53,1400.0,Business,7.0,4,24,66500,Good,Yes,0.02,B,58.0,Approved
Renter,12.42,15000.0,Debt Consolidation,,15,37,60000,Very Good,No,0.25,C,184.0,Approved
Renter,10.65,8000.0,Health,4.0,6,31,36000,Very Good,,0.22,C,74.0,Approved
Renter,7.88,7000.0,Study,11.0,3,26,52000,Excellent,No,0.13,C,,Approved
Mortgage,,861445968.7500001,Study,0.0,7,28,92000,Good,No,0.07,B,89.0,Approved
Mortgage,,8000.0,Health,6.0,9,32,66996,Excellent,No,0.12,B,118.0,Approved
Renter,9.96,4000.0,Health,1.0,3,24,29000,Very Good,No,0.14,C,40.0,Declined
Mortgage,11.11,20000.0,Debt Consolidation,4.0,6,30,83000,Very Good,,0.24,B,80.0,Approved
Mortgage,8.59,7000.0,Study,8.0,9,28,50000,Excellent,No,0.14,B,117.0,Approved
Owner,11.48,25000.0,Study,6.0,4,25,80000,Very Good,No,0.31,A,53.0,Approved
Renter,21.74,6800.0,Personal,2.0,4,24,30500,Very Poor,Yes,0.22,C,56.0,Declined
Renter,15.99,2000.0,Home Improvement,4.0,3,21,9600,Fair,No,0.21,C,37.0,Declined
Renter,12.73,11000.0,Study,5.0,12,36,37200,Good,,0.3,C,,Approved
Mortgage,12.67,22000.0,Home Improvement,9.0,15,39,90000,Fair,Yes,0.24,B,185.0,Approved
Mortgage,13.23,3500.0,Debt Consolidation,8.0,2,25,73000,Good,,0.05,B,29.0,Approved
Mortgage,6.76,9600.0,Personal,5.0,9,32,50000,Excellent,No,0.19,B,112.0,Approved
Renter,10.59,25000.0,Study,2.0,5,27,48000,Good,Yes,0.52,C,71.0,Declined
Renter,12.42,8000.0,Home Improvement,4.0,2,24,29000,Very Good,No,0.28,C,33.0,Declined
Renter,7.29,8000.0,Home Improvement,9.0,3,25,74000,Excellent,No,0.11,C,37.0,Declined
Renter,9.32,7000.0,Debt Consolidation,3.0,8,28,37000,Excellent,No,0.19,C,,Approved
Mortgage,14.96,23000.0,Debt Consolidation,1.0,16,48,94050,Fair,Yes,0.24,B,198.0,Declined
Renter,17.14,5500.0,Study,5.0,3,23,36000,Poor,Yes,0.15,C,45.0,Approved
Mortgage,13.06,3500.0,Personal,8.0,3,24,36000,Good,Yes,0.1,B,46.0,Approved
Mortgage,6.54,12800.0,Business,0.0,3,22,85000,Excellent,No,0.15,B,46.0,Approved
Mortgage,13.23,8500.0,Debt Consolidation,10.0,4,26,26400,Good,No,0.32,B,58.0,Approved
Renter,7.51,10000.0,Study,5.0,4,22,36996,Excellent,No,0.27,C,49.0,Approved
Mortgage,,18000.0,Home Improvement,2.0,8,33,117000,Excellent,No,0.15,B,100.0,Approved
Mortgage,11.99,17000.0,Debt Consolidation,8.0,3,24,30000,Very Good,No,0.57,B,47.0,Declined
Mortgage,12.69,9000.0,Study,0.0,3,25,90000,Very Good,No,0.1,B,37.0,Approved
Owner,8.59,5000.0,Home Improvement,9.0,3,25,70000,Excellent,No,0.07,A,40.0,Approved
Mortgage,5.79,10000.0,Personal,7.0,3,23,53004,Excellent,No,0.19,B,39.0,Approved
Mortgage,7.4,918875700.0000001,Debt Consolidation,3.0,3,22,80000,Excellent,No,0.07,B,41.0,Approved
Mortgage,,3000.0,Personal,3.0,10,27,80800,Good,No,0.04,B,126.0,Approved
Owner,6.92,12000.0,Business,13.0,5,35,154000,Excellent,No,0.08,A,70.0,Approved
Mortgage,6.0,7500.0,Personal,8.0,10,28,72000,Fair,,0.1,B,129.0,Approved
Renter,12.87,6000.0,Study,0.0,3,22,40000,Good,Yes,0.15,C,47.0,Approved
Renter,8.9,2500.0,Health,2.0,3,26,35000,Excellent,,0.07,C,44.0,Approved
Renter,,7500.0,Home Improvement,1.0,4,22,52000,Fair,Yes,0.14,C,49.0,Declined
Mortgage,,3254351437.5000005,Health,6.0,8,28,55640,Very Good,No,0.36,B,105.0,Approved
Renter,5.42,12000.0,Business,3.0,3,25,60000,Excellent,,0.2,C,40.0,Approved
Mortgage,11.49,18000.0,Debt Consolidation,9.0,9,34,63000,Very Good,No,0.29,B,112.0,Approved
Renter,10.25,3200.0,Personal,5.0,4,21,85000,Very Good,,0.04,C,49.0,Approved
Owner,,12000.0,Study,0.0,3,22,42000,Good,No,0.29,A,,Approved
Mortgage,13.11,1500.0,Health,1.0,8,29,50004,Good,No,0.03,B,106.0,Approved
Renter,6.03,12000.0,Home Improvement,4.0,12,39,85000,Excellent,No,0.14,C,151.0,Approved
Renter,11.89,4000.0,Study,1.0,3,22,20000,Very Good,No,0.2,C,38.0,Approved
Renter,14.83,25000.0,Debt Consolidation,7.0,2,26,54000,Fair,Yes,0.46,C,26.0,Declined
Renter,14.96,15000.0,Home Improvement,10.0,6,30,90000,Fair,No,0.17,C,77.0,Approved
Owner,5.42,1250.0,Business,,4,22,70000,Excellent,No,0.02,A,57.0,Approved
Mortgage,15.96,5600.0,Business,9.0,7,34,48000,Good,,0.12,B,85.0,Approved
Renter,9.99,3000.0,Debt Consolidation,1.0,4,24,45000,Very Good,No,0.07,C,49.0,Approved
Renter,14.91,7875.0,Personal,0.0,2,22,32000,Fair,No,0.25,C,31.0,Declined
Renter,7.49,2500.0,Debt Consolidation,3.0,3,23,61000,Excellent,No,0.04,C,46.0,Approved
Renter,13.85,6000.0,Personal,6.0,4,22,33000,Good,No,0.18,C,57.0,Approved
Renter,15.33,7500.0,Business,2.0,3,25,28128,Fair,No,0.27,C,47.0,Declined
Renter,11.48,3000.0,Personal,1.0,12,39,360000,Very Good,No,0.01,C,154.0,Approved
Renter,12.99,9950.0,Debt Consolidation,7.0,8,33,30784,Good,No,0.32,C,103.0,Declined
Renter,5.79,5600.0,Debt Consolidation,1.0,3,24,19800,Excellent,No,0.28,C,47.0,Declined
Renter,7.66,6000.0,Personal,11.0,7,27,40800,Excellent,No,0.15,C,86.0,Approved
Renter,,6650.0,Personal,6.0,4,22,72321,Very Good,No,0.09,C,59.0,Approved
Renter,7.51,1000.0,Home Improvement,21.0,14,36,42000,Excellent,No,0.02,C,171.0,Declined
Mortgage,15.65,22000.0,Personal,6.0,5,28,65000,Fair,No,0.34,B,69.0,Approved
Mortgage,14.26,10500.0,Business,6.0,2,22,50000,Good,Yes,0.21,B,34.0,Approved
Mortgage,15.99,10300.0,Study,7.0,4,24,100000,Fair,Yes,0.1,B,52.0,Approved
Mortgage,9.63,16000.0,Study,4.0,8,33,172000,Very Good,No,0.09,B,104.0,Approved
Renter,13.61,9200.0,Business,4.0,24,51,52250,Good,No,0.18,C,298.0,Approved
Renter,15.31,12875.0,Study,0.0,2,21,44000,Fair,No,0.29,C,35.0,Declined
Renter,16.29,13000.0,Debt Consolidation,7.0,3,23,44000,Fair,No,0.3,C,37.0,Declined
Renter,8.49,11000.0,Personal,9.0,2,25,29000,Excellent,No,0.38,C,35.0,Declined
Renter,,15000.0,Business,4.0,12,37,528000,Fair,No,0.03,C,154.0,Approved
Mortgage,13.22,20000.0,Study,10.0,4,26,165000,Good,Yes,0.12,B,51.0,Approved
Mortgage,6.62,12000.0,Business,4.0,8,31,82524,Excellent,No,0.15,B,,Approved
Renter,10.59,1800.0,Study,4.0,3,23,35000,Very Good,,0.05,C,41.0,Approved
Mortgage,6.92,7000.0,Debt Consolidation,4.0,2,23,84000,Excellent,No,0.08,B,34.0,Approved
Owner,10.36,1000.0,Business,5.0,4,21,10560,Very Good,No,0.09,A,53.0,Approved
Renter,8.9,12000.0,Home Improvement,2.0,8,34,30000,Excellent,,0.4,C,99.0,Declined
Mortgage,,15000.0,Home Improvement,9.0,4,25,67200,Good,No,0.22,B,58.0,Approved
Renter,7.88,18550.0,Debt Consolidation,3.0,12,37,103000,Excellent,No,0.18,C,155.0,Approved
Renter,8.9,12000.0,Study,4.0,4,24,60000,Excellent,No,0.2,C,56.0,Approved
Mortgage,16.77,9000.0,Health,4.0,2,25,55000,Fair,Yes,0.16,B,30.0,Declined
Renter,6.54,9000.0,Debt Consolidation,5.0,6,30,51600,Excellent,No,0.17,C,73.0,Approved
Mortgage,8.0,5600.0,Personal,3.0,2,22,75000,Excellent,No,0.07,B,28.0,Approved
Mortgage,5.79,10000.0,Health,6.0,7,27,75000,Excellent,No,0.13,B,93.0,Approved
Mortgage,10.99,9175.0,Health,0.0,5,34,125000,Very Good,No,0.07,B,66.0,Approved
Mortgage,8.59,12000.0,Study,0.0,3,24,64000,Excellent,No,0.19,B,37.0,Approved
Mortgage,5.42,4500.0,Personal,13.0,9,29,99000,Excellent,No,0.05,B,,Approved
Mortgage,7.66,18000.0,Home Improvement,6.0,7,29,104000,Excellent,No,0.17,B,93.0,Approved
Renter,6.92,6700.0,Debt Consolidation,,4,21,21600,Excellent,No,0.31,C,,Declined
Renter,12.41,15000.0,Health,1.0,8,34,287300,Good,,0.04,C,100.0,Declined
Renter,10.08,5000.0,Debt Consolidation,4.0,9,32,42000,Very Good,,0.12,C,119.0,Approved
Renter,13.24,7500.0,Study,1.0,2,24,23196,Fair,No,0.32,C,25.0,Declined
Mortgage,13.06,5000.0,Home Improvement,11.0,5,28,120000,Good,No,0.04,B,69.0,Approved
Mortgage,13.87,10000.0,Personal,6.0,4,22,52000,Fair,Yes,0.19,B,56.0,Declined
Mortgage,6.99,9000.0,Health,3.0,8,31,42000,Excellent,No,0.21,B,,Approved
Mortgage,12.18,16000.0,Home Improvement,9.0,4,25,70000,Very Good,No,0.23,B,58.0,Approved
Mortgage,11.48,20000.0,Study,5.0,6,27,105000,Very Good,No,0.19,B,77.0,Approved
Renter,17.19,6000.0,Health,0.0,3,24,45000,Poor,No,0.13,C,,Declined
Mortgage,8.49,4800.0,Business,2.0,8,27,36000,Excellent,No,0.13,B,105.0,Approved
Mortgage,,15000.0,Personal,3.0,4,24,58000,Fair,No,0.26,B,50.0,Approved
Mortgage,12.23,15000.0,Home Improvement,6.0,9,30,66888,Good,Yes,0.22,B,111.0,Approved
Renter,10.28,10000.0,Study,0.0,3,22,27376,Good,No,0.37,C,45.0,Declined
Mortgage,12.98,15000.0,Home Improvement,0.0,8,30,75000,Good,No,0.2,B,99.0,Approved
Mortgage,8.94,7925.0,Personal,1.0,30,52,720000,Excellent,No,0.01,B,364.0,Approved
Mortgage,11.58,23000.0,Study,0.0,17,37,72800,Very Good,No,0.32,B,211.0,Approved
Owner,11.12,20000.0,Business,5.0,4,22,41717,Very Good,No,0.48,A,,Approved
Mortgage,5.42,3300.0,Business,4.0,3,23,79100,Excellent,No,0.04,B,44.0,Approved
Mortgage,12.42,2200.0,Debt Consolidation,5.0,3,21,65000,Very Good,No,0.03,B,47.0,Approved
Renter,10.38,6250.0,Health,1.0,6,27,23004,Very Good,No,0.27,C,82.0,Approved
Mortgage,6.03,5000.0,Home Improvement,8.0,3,24,72000,Excellent,No,0.07,B,44.0,Approved
Renter,14.61,5000.0,Debt Consolidation,2.0,3,22,32968,Fair,No,0.15,C,39.0,Declined
Mortgage,10.99,3200.0,Business,12.0,8,34,47125,Very Good,No,0.07,B,107.0,Approved
Renter,12.23,14000.0,Health,7.0,3,22,32000,Good,No,0.44,C,46.0,Declined
Mortgage,5.42,5000.0,Debt Consolidation,3.0,7,33,60000,Excellent,No,0.08,B,91.0,Approved
Mortgage,6.03,4900.0,Study,5.0,4,24,42000,Excellent,No,0.12,B,50.0,Approved
Renter,13.16,14000.0,Business,0.0,11,37,52000,Good,No,0.27,C,137.0,Approved
Owner,15.58,8000.0,Personal,12.0,10,28,45678,Fair,No,0.18,A,,Approved
Mortgage,8.9,6000.0,Study,6.0,11,44,75000,Excellent,No,0.08,B,138.0,Approved
Mortgage,12.69,9800.0,Health,18.0,10,35,88000,Very Good,No,0.11,B,125.0,Approved
Owner,7.88,10000.0,Study,0.0,5,30,75000,Excellent,No,0.13,A,,Approved
Mortgage,10.59,8000.0,Health,4.0,4,22,50000,Very Good,No,0.16,B,56.0,Approved
Renter,14.26,5000.0,Business,1.0,9,28,34000,Good,Yes,0.15,C,110.0,Declined
