residential_status,loan_rate,loan_amount,loan_purpose,loan_approval_status,job_tenure_years,credit_history_length_years,applicant_age,applicant_income,loan_rating,credit_history_default_status,loan_income_ratio,stability_rating,credit_history_length_months
Mortgage,10.59,16000,Home Improvement,Declined,14.0,7,32,55000,Very Good,No,0.29,B,93
Mortgage,7.88,6000,Business,Approved,2.0,4,23,49000,Excellent,No,0.12,B,50
Mortgage,15.95,2500,Health,Declined,1.0,2,23,18000,Fair,No,0.14,B,30
Renter,12.99,10000,Home Improvement,Declined,8.0,6,27,29238,Good,No,0.34,C,77
Mortgage,7.75,5000,Business,Approved,1.0,5,28,225000,Excellent,No,0.02,B,63
Mortgage,8.94,7925,Personal,Approved,1.0,30,52,720000,Excellent,No,0.01,B,364
Mortgage,14.84,5225,Home Improvement,Declined,4.0,2,23,28000,Fair,No,0.19,B,30
Renter,15.2,10000,Home Improvement,Declined,2.0,4,23,39000,Fair,No,0.26,C,51
Mortgage,10.0,18050,Health,Approved,12.0,10,27,75288,Very Good,No,0.24,B,126
Renter,15.62,3000,Business,Approved,5.0,2,26,60000,Good,No,0.05,C,32
Owner,7.49,12500,Business,Approved,6.0,16,38,61450,Excellent,No,0.2,A,195
Renter,7.9,10000,Study,Approved,6.0,2,26,54000,Excellent,No,0.19,C,35
Renter,16.45,2500,Health,Declined,1.0,2,25,32000,Poor,Yes,0.08,C,32
Mortgage,5.99,4500,Debt Consolidation,Approved,14.0,6,30,90000,Excellent,No,0.05,B,80
Mortgage,6.62,9800,Health,Approved,6.0,7,31,72000,Excellent,No,0.14,B,94
Mortgage,15.01,6500,Health,Declined,9.0,2,25,170850,Very Poor,No,0.03,B,33
Mortgage,16.0,12000,Study,Declined,6.0,4,22,48000,Fair,No,0.25,B,57
Mortgage,11.86,4000,Personal,Approved,2.0,3,23,50000,Very Good,No,0.08,B,38
Owner,14.27,10000,Business,Approved,14.0,6,30,75000,Good,Yes,0.13,A,76
Renter,7.51,4000,Health,Approved,2.0,14,41,21600,Excellent,No,0.19,C,179
Mortgage,15.83,25000,Home Improvement,Approved,0.0,8,34,120000,Very Poor,Yes,0.21,B,99
Renter,8.0,1500,Personal,Approved,1.0,17,41,63000,Excellent,No,0.02,C,214
Renter,9.32,11000,Personal,Approved,3.0,10,35,65867,Excellent,No,0.17,C,121
Mortgage,7.51,10000,Study,Approved,6.0,10,27,200000,Excellent,No,0.05,B,124
Renter,16.77,25000,Home Improvement,Declined,1.0,4,24,92000,Poor,Yes,0.27,C,51
Renter,6.92,7000,Business,Approved,0.0,6,28,25000,Excellent,No,0.28,C,76
Renter,,5000,Health,Approved,8.0,8,30,60000,Excellent,No,0.08,C,97
Renter,,15000,Study,Declined,3.0,9,28,32568,Fair,No,0.46,C,113
Owner,16.49,5400,Debt Consolidation,Approved,0.0,2,26,25104,Fair,No,0.22,A,32
Mortgage,5.42,6000,Debt Consolidation,Approved,2.0,14,37,200000,Excellent,No,0.03,B,172
Mortgage,7.9,9600,Personal,Approved,7.0,7,32,73000,Excellent,No,0.13,B,90
Renter,11.36,15000,Health,Approved,0.0,3,22,65000,Very Good,No,0.23,C,38
Renter,13.72,15000,Business,Approved,3.0,4,26,50004,Good,Yes,0.3,C,54
Mortgage,11.49,3000,Debt Consolidation,Approved,6.0,3,22,30000,Very Good,No,0.1,B,42
Owner,,21600,Health,Approved,9.0,4,25,138000,Very Good,No,0.16,A,57
Renter,,7000,Personal,Approved,1.0,7,35,108000,Very Good,No,0.06,C,88
Renter,5.99,4500,Business,Declined,1.0,3,23,15600,Excellent,No,0.29,C,41
Mortgage,14.09,22000,Home Improvement,Approved,0.0,6,27,65000,Fair,Yes,0.34,B,83
Renter,16.07,25000,Personal,Approved,8.0,3,24,134000,Fair,Yes,0.19,C,41
Mortgage,7.49,1500,Study,Approved,9.0,2,25,46144,Excellent,No,0.03,B,29
Renter,14.11,20000,Business,Approved,5.0,5,30,110000,Fair,Yes,0.18,C,64
Mortgage,16.95,20000,Study,Approved,3.0,7,32,115000,Poor,Yes,0.17,B,94
Mortgage,10.99,1200,Home Improvement,Approved,3.0,2,25,65000,Very Good,No,0.02,B,32
Renter,12.42,5000,Business,Approved,11.0,8,27,100000,Very Good,No,0.05,C,107
Mortgage,12.53,12000,Study,Declined,0.0,6,31,44000,Good,Yes,0.27,B,81
Mortgage,7.4,1000,Health,Approved,5.0,2,23,30000,Excellent,No,0.03,B,26
Mortgage,,10000,Personal,Declined,6.0,2,26,80040,Excellent,No,0.12,B,35
Renter,10.74,18225,Business,Declined,4.0,2,23,50000,Very Good,No,0.36,C,31
Mortgage,10.08,8000,Home Improvement,Approved,2.0,3,24,62000,Very Good,No,0.13,B,45
Renter,7.66,9000,Home Improvement,Approved,1.0,3,26,50200,Excellent,No,0.18,C,45
Renter,9.99,1000,Health,Approved,4.0,10,33,48000,Very Good,No,0.02,C,130
Renter,11.36,6000,Business,Approved,3.0,9,27,50000,Very Good,No,0.12,C,119
Owner,12.84,8000,Health,Approved,2.0,4,22,69996,Good,Yes,0.11,A,57
Renter,12.42,4000,Health,Approved,3.0,3,25,23400,Very Good,No,0.17,C,41
Mortgage,15.23,10000,Study,Approved,3.0,8,33,54000,Good,Yes,0.19,B,101
Renter,15.23,30000,Personal,Declined,6.0,3,23,92004,Good,Yes,0.33,C,37
Mortgage,15.99,10300,Study,Approved,7.0,4,24,100000,Fair,Yes,0.1,B,52
Mortgage,10.65,6200,Business,Approved,18.0,16,36,24000,Very Good,No,0.26,B,193
Mortgage,16.4,18000,Study,Declined,4.0,3,26,138000,Very Poor,No,0.13,B,47
Renter,11.48,1500,Debt Consolidation,Declined,0.0,8,34,18000,Very Good,No,0.08,C,100
Renter,11.49,5100,Debt Consolidation,Approved,0.0,8,31,61150,Very Good,No,0.08,C,101
Mortgage,13.22,13750,Debt Consolidation,Declined,2.0,4,25,36000,Good,No,0.38,B,51
Renter,17.99,14400,Personal,Declined,1.0,3,23,68000,Poor,Yes,0.21,C,46
Renter,6.39,3000,Health,Approved,0.0,4,25,55000,Excellent,No,0.05,C,56
Renter,6.99,7000,Business,Approved,17.0,9,33,62000,Excellent,No,0.11,C,111
Mortgage,7.51,5000,Health,Approved,5.0,9,28,80748,Excellent,No,0.06,B,111
Renter,7.51,12000,Personal,Approved,0.0,3,21,60000,Excellent,No,0.2,C,46
Mortgage,14.65,10000,Business,Approved,0.0,10,33,350000,Good,Yes,0.03,B,123
Mortgage,7.68,6000,Debt Consolidation,Approved,19.0,8,35,200004,Excellent,No,0.03,B,106
Mortgage,14.79,10000,Business,Approved,11.0,5,33,153000,Good,Yes,0.07,B,67
Mortgage,17.49,4000,Personal,Declined,1.0,3,24,43000,Fair,No,0.09,B,37
Owner,16.0,16000,Home Improvement,Approved,0.0,8,29,60000,Fair,Yes,0.27,A,101
Renter,10.0,6000,Debt Consolidation,Approved,2.0,16,37,79000,Very Good,No,0.08,C,197
Mortgage,6.92,6000,Personal,Approved,3.0,2,23,50000,Excellent,No,0.12,B,25
Mortgage,5.79,7000,Study,Approved,4.0,4,25,61000,Excellent,No,0.11,B,52
Mortgage,5.99,8000,Personal,Approved,1.0,6,28,50000,Excellent,No,0.16,B,77
Renter,,2000,Personal,Approved,7.0,2,23,39996,Very Good,No,0.05,C,35
Mortgage,11.03,9000,Home Improvement,Declined,8.0,2,23,62000,Good,No,0.15,B,25
Mortgage,14.61,14000,Personal,Approved,5.0,9,34,480000,Fair,No,0.03,B,116
Renter,10.0,3600,Health,Declined,4.0,3,25,33000,Very Good,No,0.11,C,47
Renter,,20000,Study,Declined,2.0,4,25,60000,Very Good,No,0.33,C,54
Mortgage,11.14,15000,Study,Approved,9.0,3,25,130000,Very Good,No,0.12,B,42
Mortgage,8.9,8000,Debt Consolidation,Approved,3.0,6,32,120000,Excellent,No,0.07,B,82
Renter,,3000,Debt Consolidation,Declined,9.0,3,24,42000,Poor,Yes,0.07,C,37
Renter,,15000,Debt Consolidation,Declined,3.0,8,35,45000,Good,No,0.33,C,100
Renter,12.18,20000,Study,Approved,3.0,2,22,66996,Very Good,No,0.3,C,31
Renter,7.29,12800,Home Improvement,Approved,8.0,5,27,104000,Excellent,No,0.12,C,68
Mortgage,16.0,15000,Health,Declined,7.0,2,23,74800,Fair,No,0.17,B,35
Renter,10.65,18000,Home Improvement,Approved,12.0,9,28,63000,Very Good,No,0.29,C,115
Renter,10.65,10000,Business,Approved,3.0,2,22,100000,Very Good,No,0.1,C,32
Renter,12.68,3000,Business,Approved,2.0,3,23,21000,Good,No,0.14,C,43
Renter,18.78,18000,Home Improvement,Approved,3.0,20,51,80000,Very Poor,Yes,0.23,C,247
Renter,10.65,14000,Personal,Approved,3.0,9,29,48880,Very Good,No,0.29,C,109
Mortgage,11.49,12375,Business,Approved,9.0,4,25,56000,Very Good,No,0.22,B,50
Renter,13.16,5400,Personal,Approved,1.0,9,34,50725,Good,Yes,0.11,C,111
Owner,11.86,5000,Health,Approved,6.0,4,24,40000,Fair,No,0.13,A,55
Renter,19.13,15175,Debt Consolidation,Declined,0.0,11,39,49000,Very Poor,Yes,0.31,C,140
Mortgage,13.04,11400,Study,Approved,3.0,2,22,96000,Good,Yes,0.12,B,30
Renter,,3350,Personal,Approved,4.0,3,24,77300,Excellent,No,0.04,C,44
Renter,11.99,8000,Study,Declined,0.0,4,22,26000,Very Good,No,0.31,C,57
Renter,7.29,10500,Debt Consolidation,Approved,2.0,3,25,35220,Excellent,No,0.3,C,46
Mortgage,16.95,5000,Health,Declined,5.0,6,29,83300,Poor,Yes,0.05,B,79
Owner,14.35,2000,Personal,Approved,4.0,2,24,40000,Good,No,0.05,A,29
Mortgage,7.49,14000,Study,Declined,,2,22,60000,Excellent,No,0.23,B,32
Mortgage,8.9,1400,Study,Declined,,9,29,30108,Excellent,No,0.05,B,118
Renter,11.86,8000,Study,Declined,2.0,3,23,46000,Fair,No,0.17,C,46
Mortgage,10.62,6000,Business,Approved,8.0,4,25,84000,Very Good,No,0.07,B,52
Mortgage,12.18,20000,Study,Approved,9.0,4,25,106226,Very Good,No,0.19,B,50
Owner,14.84,6250,Home Improvement,Approved,0.0,7,33,20640,Fair,No,0.3,A,89
Mortgage,14.65,1100,Personal,Declined,5.0,10,30,30000,Good,No,0.04,B,127
Renter,10.99,2000,Study,Declined,4.0,12,41,32496,Very Good,No,0.06,C,154
Renter,7.9,20000,Health,Approved,4.0,4,23,80000,Excellent,No,0.25,C,59
Renter,11.89,12000,Business,Declined,0.0,3,24,38000,Very Good,No,0.32,C,37
Renter,8.49,7200,Business,Approved,5.0,2,21,84000,Excellent,No,0.09,C,32
Renter,,7000,Debt Consolidation,Approved,10.0,2,26,42000,Excellent,No,0.17,C,35
Renter,12.18,20000,Study,Declined,8.0,4,26,54996,Very Good,No,0.36,C,53
Renter,17.44,3000,Health,Declined,8.0,5,28,70910,Poor,Yes,0.04,C,64
Mortgage,15.65,10000,Study,Approved,7.0,9,30,82500,Fair,Yes,0.12,B,118
Renter,13.47,10000,Business,Approved,2.0,6,27,130000,Good,Yes,0.08,C,82
Mortgage,,10000,Health,Approved,20.0,14,36,150000,Excellent,No,0.07,B,176
Mortgage,7.49,2200,Debt Consolidation,Declined,11.0,6,31,39000,Excellent,No,0.06,B,81
Mortgage,15.95,25000,Home Improvement,Approved,5.0,9,27,120000,Fair,No,0.21,B,112
Renter,13.49,9000,Business,Approved,3.0,2,22,70000,Good,Yes,0.13,C,35
Renter,16.45,7000,Business,Declined,0.0,2,25,24000,Poor,Yes,0.29,C,25
Renter,14.96,1000,Personal,Declined,1.0,3,23,31000,Fair,Yes,0.03,C,41
Owner,14.42,2800,Debt Consolidation,Approved,4.0,3,23,54000,Fair,No,0.05,A,44
Mortgage,5.42,10000,Study,Approved,9.0,3,24,175000,Excellent,No,0.06,B,42
Mortgage,12.61,9200,Home Improvement,Approved,2.0,4,25,154000,Good,Yes,0.06,B,58
Mortgage,16.77,9000,Health,Declined,4.0,2,25,55000,Fair,Yes,0.16,B,30
Owner,9.63,7000,Health,Approved,0.0,3,25,24000,Excellent,No,0.29,A,37
Mortgage,,7000,Debt Consolidation,Approved,9.0,2,25,35000,Excellent,No,0.2,B,34
Mortgage,,10000,Study,Approved,6.0,2,22,85000,Excellent,No,0.12,B,26
Mortgage,11.36,9250,Health,Approved,15.0,7,34,84000,Very Good,No,0.11,B,89
Mortgage,11.34,7500,Personal,Approved,6.0,2,22,35000,Good,Yes,0.21,B,35
Mortgage,7.51,8000,Personal,Approved,0.0,2,23,60000,Excellent,No,0.13,B,26
Renter,9.99,8000,Debt Consolidation,Approved,6.0,5,33,34000,Very Good,No,0.24,C,69
Mortgage,,10000,Debt Consolidation,Approved,6.0,5,28,100000,Very Good,No,0.1,B,66
Renter,15.7,9800,Health,Declined,7.0,2,23,66300,Fair,Yes,0.13,C,27
Mortgage,5.99,6200,Personal,Approved,18.0,17,36,76800,Excellent,No,0.08,B,215
Renter,6.03,4500,Health,Approved,10.0,2,26,58947,Excellent,No,0.08,C,25
Renter,13.47,17000,Health,Declined,4.0,3,24,43275,Good,No,0.39,C,38
Renter,13.22,7200,Business,Approved,1.0,6,27,40000,Good,No,0.18,C,80
Renter,10.38,10000,Debt Consolidation,Declined,3.0,4,24,24000,Very Good,No,0.42,C,49
Renter,11.71,15000,Study,Approved,11.0,8,31,60000,Very Good,No,0.25,C,97
Renter,16.0,14000,Health,Declined,4.0,17,39,40800,Fair,Yes,0.34,C,210
Renter,13.23,12000,Study,Approved,11.0,10,30,96000,Good,No,0.13,C,127
Renter,8.59,3500,Business,Approved,1.0,6,27,35000,Excellent,No,0.1,C,79
Mortgage,12.18,15000,Debt Consolidation,Approved,4.0,2,24,108600,Very Good,No,0.14,B,26
Mortgage,10.99,24000,Debt Consolidation,Approved,5.0,4,26,100000,Very Good,No,0.24,B,55
Mortgage,7.49,10200,Personal,Approved,10.0,2,26,125000,Excellent,No,0.08,B,27
Renter,15.7,25000,Business,Declined,3.0,10,27,47000,Fair,Yes,0.53,C,127
Mortgage,11.12,7000,Personal,Approved,6.0,3,22,51000,Very Good,No,0.14,B,42
Mortgage,13.85,15000,Business,Approved,0.0,3,22,100000,Good,No,0.15,B,46
Renter,5.42,3825,Health,Approved,3.0,15,36,85000,Excellent,No,0.04,C,186
Mortgage,11.36,12000,Home Improvement,Approved,7.0,8,27,65000,Very Good,No,0.18,B,107
Renter,16.0,4000,Health,Declined,1.0,3,24,35200,Fair,Yes,0.11,C,46
Renter,6.76,3600,Home Improvement,Approved,10.0,4,26,63000,Excellent,No,0.06,C,55
Mortgage,6.17,12000,Business,Approved,2.0,4,26,51000,Excellent,No,0.24,B,52
Mortgage,10.37,1500,Debt Consolidation,Approved,7.0,4,22,80000,Very Good,No,0.02,B,53
Mortgage,16.89,17000,Health,Declined,4.0,8,30,59497,Fair,No,0.24,B,97
Mortgage,12.23,15000,Home Improvement,Approved,6.0,9,30,66888,Good,Yes,0.22,B,111
Renter,11.86,3000,Health,Approved,3.0,9,29,35500,Very Good,No,0.08,C,116
Owner,10.96,7500,Business,Approved,6.0,2,26,22000,Very Good,No,0.34,A,27
Renter,17.27,2000,Business,Declined,0.0,16,48,32500,Fair,No,0.06,C,193
Renter,16.77,5600,Health,Declined,9.0,4,25,34800,Fair,No,0.16,C,57
Mortgage,7.88,3000,Health,Approved,,3,23,46000,Excellent,No,0.07,B,47
Renter,10.83,1400,Business,Approved,0.0,4,24,10000,Very Good,No,0.14,C,52
Mortgage,10.0,15000,Home Improvement,Approved,8.0,2,24,52000,Very Good,No,0.29,B,33
Renter,11.97,5000,Debt Consolidation,Approved,8.0,10,32,48000,Good,Yes,0.1,C,125
Renter,10.65,6000,Health,Approved,4.0,2,22,50000,Very Good,No,0.12,C,26
Renter,11.49,8000,Debt Consolidation,Approved,2.0,4,23,92004,Very Good,No,0.09,C,56
Mortgage,,12000,Study,Approved,1.0,9,30,46000,Good,Yes,0.26,B,116
Mortgage,10.95,3000,Home Improvement,Declined,8.0,4,26,52704,Very Good,No,0.06,B,58
Owner,12.61,10000,Home Improvement,Approved,7.0,3,24,30000,Good,No,0.33,A,45
Renter,17.19,6000,Health,Declined,0.0,3,24,45000,Poor,No,0.13,C,39
Mortgage,13.92,16800,Health,Approved,6.0,2,22,65856,Good,No,0.26,B,28
Renter,13.22,10000,Health,Approved,3.0,4,21,36000,Good,No,0.28,C,59
Mortgage,14.11,20000,Home Improvement,Approved,10.0,10,33,190000,Fair,No,0.11,B,131
Mortgage,,5000,Personal,Approved,11.0,10,30,75000,Very Good,No,0.07,B,121
Renter,16.89,8400,Health,Declined,0.0,3,23,46500,Fair,Yes,0.18,C,43
Mortgage,12.53,8000,Health,Declined,0.0,3,22,46000,Very Good,No,0.17,B,37
Renter,6.54,15000,Health,Approved,6.0,6,28,72000,Excellent,No,0.21,C,74
Renter,12.99,4000,Study,Approved,4.0,2,22,38400,Good,No,0.1,C,30
Mortgage,9.32,12000,Debt Consolidation,Approved,9.0,7,29,54000,Excellent,No,0.22,B,85
Mortgage,,25000,Personal,Approved,5.0,12,41,95000,Very Good,No,0.26,B,145
Mortgage,5.99,28000,Personal,Approved,3.0,5,31,258000,Excellent,No,0.11,B,62
Renter,,12000,Health,Approved,6.0,12,42,70000,Very Good,No,0.17,C,150
Renter,12.53,6000,Personal,Approved,1.0,3,21,33996,Good,Yes,0.18,C,46
Renter,8.07,12000,Health,Declined,1.0,2,25,20000,Excellent,No,0.6,C,31
Renter,13.48,3500,Business,Declined,0.0,2,22,18000,Good,Yes,0.19,C,33
Renter,7.49,6000,Health,Approved,3.0,10,27,35000,Excellent,No,0.17,C,129
Mortgage,6.03,2100,Study,Approved,7.0,2,25,40000,Excellent,No,0.05,B,33
Renter,11.11,2300,Personal,Approved,0.0,4,25,25920,Very Good,No,0.09,C,53
Owner,9.91,12375,Business,Approved,10.0,7,31,32000,Very Good,No,0.39,A,86
Mortgage,,9000,Business,Approved,8.0,4,24,60000,Very Good,No,0.15,B,52
Renter,6.03,8000,Personal,Approved,1.0,9,28,42682,Excellent,No,0.19,C,117
Mortgage,,5000,Study,Approved,0.0,9,35,38400,Excellent,No,0.13,B,112
Renter,10.2,3200,Health,Approved,0.0,4,22,32000,Very Good,No,0.1,C,52
Renter,10.99,12000,Debt Consolidation,Approved,0.0,6,35,90000,Very Good,No,0.13,C,74
Mortgage,14.79,15000,Health,Approved,4.0,4,26,200000,Good,No,0.07,B,51
Renter,17.58,7200,Health,Declined,7.0,2,23,50000,Fair,Yes,0.14,C,34
Mortgage,13.57,7200,Business,Approved,9.0,3,25,85000,Good,No,0.08,B,39
Renter,10.62,25000,Health,Approved,7.0,2,25,134000,Very Good,No,0.19,C,35
Renter,13.23,10000,Health,Approved,5.0,17,41,54000,Good,Yes,0.19,C,211
Renter,14.65,9600,Study,Approved,0.0,2,23,60000,Good,Yes,0.16,C,26
Renter,16.0,12000,Business,Declined,0.0,2,23,44004,Poor,No,0.27,C,34
Mortgage,6.03,6700,Study,Approved,11.0,4,26,135000,Excellent,No,0.05,B,58
Mortgage,6.54,20000,Business,Approved,123.0,4,21,192000,Excellent,No,0.1,B,56
Mortgage,9.63,6425,Personal,Approved,6.0,3,21,33168,Very Good,No,0.19,B,39
Owner,5.42,6425,Business,Approved,13.0,8,28,38000,Excellent,No,0.17,A,102
Renter,7.14,3000,Health,Approved,5.0,5,30,40000,Excellent,No,0.07,C,66
Owner,13.92,14000,Business,Approved,11.0,6,27,45500,Good,Yes,0.31,A,76
Renter,11.89,4800,Study,Approved,6.0,3,22,41300,Very Good,No,0.12,C,42
Mortgage,,10000,Debt Consolidation,Approved,7.0,7,30,70000,Excellent,No,0.14,B,91
Mortgage,15.23,6000,Personal,Declined,9.0,3,25,48902,Good,Yes,0.12,B,42
Mortgage,10.65,14500,Study,Approved,14.0,9,30,54000,Very Good,No,0.27,B,118
Renter,12.21,6000,Health,Approved,2.0,2,23,80607,Very Good,No,0.07,C,28
Mortgage,13.48,13000,Study,Approved,6.0,2,21,39996,Good,No,0.33,B,27
Renter,13.92,19750,Business,Declined,14.0,16,38,37440,Good,No,0.53,C,194
Mortgage,10.65,35000,Debt Consolidation,Approved,2.0,4,25,168000,Very Good,No,0.21,B,55
Mortgage,15.23,22000,Health,Approved,3.0,7,29,115000,Good,Yes,0.19,B,92
Renter,15.23,4800,Business,Approved,5.0,7,28,29004,Good,Yes,0.17,C,93
Mortgage,9.99,6250,Business,Approved,1.0,6,28,54000,Very Good,No,0.12,B,83
Mortgage,13.92,14400,Debt Consolidation,Approved,4.0,9,29,75000,Good,No,0.19,B,111
Mortgage,12.87,24000,Home Improvement,Approved,9.0,2,25,180488,Good,No,0.13,B,30
Owner,11.89,9000,Business,Approved,13.0,6,29,98736,Very Good,No,0.09,A,77
Mortgage,11.36,22500,Health,Approved,1.0,5,31,96000,Very Good,No,0.23,B,64
Renter,,12875,Health,Declined,10.0,2,26,35000,Very Good,No,0.37,C,27
Renter,,22000,Health,Approved,0.0,4,24,80000,Excellent,No,0.28,C,53
Renter,10.74,4000,Debt Consolidation,Approved,,3,22,34800,Very Good,No,0.11,C,42
Mortgage,17.99,12000,Debt Consolidation,Declined,20.0,15,49,74000,Poor,No,0.16,B,188
Mortgage,10.74,12000,Personal,Approved,0.0,8,30,110000,Very Good,No,0.11,B,104
Renter,13.61,10000,Study,Declined,1.0,4,22,32376,Good,Yes,0.31,C,54
Mortgage,6.54,3500,Health,Approved,0.0,3,22,48000,Excellent,No,0.07,B,39
Mortgage,6.03,15000,Health,Approved,9.0,6,33,400000,Excellent,No,0.04,B,83
Owner,9.91,14000,Study,Approved,,3,22,31215,Very Good,No,0.45,A,38
Renter,14.26,10000,Debt Consolidation,Approved,5.0,4,25,116000,Good,Yes,0.09,C,59
Renter,13.22,12000,Health,Declined,0.0,7,27,26237,Good,No,0.46,C,92
Renter,10.0,10000,Health,Approved,6.0,4,25,40000,Very Good,No,0.25,C,58
Renter,15.62,7600,Study,Declined,0.0,4,22,49000,Fair,No,0.16,C,51
Mortgage,11.71,11000,Business,Approved,1.0,2,24,29232,Very Good,No,0.38,B,25
Renter,5.79,1475,Study,Approved,0.0,3,22,101000,Excellent,No,0.01,C,38
Renter,11.14,5000,Business,Approved,1.0,4,22,70500,Very Good,No,0.07,C,56
Owner,6.91,15000,Business,Approved,14.0,6,32,52000,Excellent,No,0.29,A,79
Renter,8.49,2500,Study,Declined,2.0,2,22,30000,Excellent,No,0.08,C,35
Renter,9.91,5000,Health,Approved,,5,35,36000,Very Good,No,0.14,C,64
Renter,9.91,2200,Debt Consolidation,Declined,8.0,2,23,26004,Very Good,No,0.08,C,30
Mortgage,12.99,6000,Debt Consolidation,Approved,4.0,3,23,78000,Good,No,0.08,B,44
Mortgage,,4000,Business,Approved,14.0,6,30,130000,Very Good,No,0.03,B,74
Mortgage,10.37,4000,Personal,Approved,4.0,8,34,154000,Very Good,No,0.03,B,104
Owner,5.42,7000,Business,Approved,0.0,5,34,45000,Excellent,No,0.16,A,66
Renter,11.03,4500,Debt Consolidation,Approved,4.0,7,31,47000,Good,Yes,0.1,C,94
Mortgage,10.59,9600,Personal,Approved,6.0,14,40,120000,Very Good,No,0.08,B,171
Mortgage,13.92,9600,Home Improvement,Approved,0.0,17,38,90000,Good,Yes,0.11,B,206
Mortgage,8.49,3000,Business,Approved,6.0,5,31,75000,Excellent,No,0.04,B,69
Renter,16.29,8000,Home Improvement,Declined,4.0,3,22,19200,Fair,Yes,0.42,C,46
Mortgage,15.23,9600,Personal,Approved,1.0,10,28,300000,Good,Yes,0.03,B,131
Mortgage,7.29,7200,Health,Approved,4.0,7,29,150000,Excellent,No,0.05,B,88
Mortgage,5.79,12000,Study,Approved,5.0,4,26,87800,Excellent,No,0.14,B,57
Mortgage,13.35,10000,Health,Approved,0.0,7,28,131040,Good,Yes,0.08,B,87
Renter,14.54,20000,Study,Declined,0.0,13,40,86000,Fair,Yes,0.23,C,167
Mortgage,5.42,4600,Personal,Approved,5.0,4,21,43971,Excellent,No,0.1,B,51
Owner,12.53,8000,Business,Approved,1.0,6,27,39996,Very Good,No,0.2,A,79
Mortgage,8.0,7400,Personal,Approved,6.0,13,47,37000,Excellent,No,0.2,B,158
Renter,11.71,14000,Study,Approved,,3,24,49150,Very Good,No,0.28,C,37
Renter,,1500,Personal,Approved,4.0,2,26,96000,Fair,Yes,0.02,C,25
Renter,,16000,Debt Consolidation,Approved,6.0,4,24,54000,Excellent,No,0.3,C,55
Renter,11.36,9000,Debt Consolidation,Approved,5.0,2,25,84000,Very Good,No,0.11,C,33
Mortgage,15.21,9250,Health,Declined,5.0,4,22,58650,Fair,No,0.13,B,53
Renter,,12000,Debt Consolidation,Approved,3.0,7,28,62500,Excellent,No,0.19,C,89
Renter,5.42,6000,Personal,Approved,,8,30,24000,Excellent,No,0.25,C,98
Mortgage,,20400,Study,Approved,8.0,8,27,40700,Fair,No,0.5,B,103
Mortgage,7.88,12000,Home Improvement,Approved,11.0,16,37,110000,Excellent,No,0.11,B,198
Mortgage,7.51,12000,Home Improvement,Approved,3.0,8,27,58000,Excellent,No,0.21,B,97
Renter,16.77,5000,Home Improvement,Declined,6.0,2,23,44000,Fair,No,0.11,C,29
Renter,10.74,4200,Health,Approved,4.0,6,27,43200,Very Good,No,0.1,C,73
Renter,15.21,2800,Home Improvement,Declined,3.0,2,23,13000,Fair,No,0.22,C,28
Owner,14.54,12000,Study,Approved,1.0,7,28,48000,Fair,No,0.25,A,93
Mortgage,12.99,20000,Personal,Approved,8.0,2,24,120000,Good,Yes,0.17,B,34
Renter,13.06,7000,Debt Consolidation,Approved,6.0,5,35,125000,Good,Yes,0.06,C,65
Mortgage,12.42,14000,Health,Approved,2.0,6,29,210000,Very Good,No,0.07,B,78
Mortgage,12.73,12000,Business,Approved,4.0,5,31,96000,Good,Yes,0.13,B,61
Renter,16.77,7500,Personal,Declined,0.0,7,29,103000,Fair,Yes,0.07,C,86
Renter,12.69,12000,Home Improvement,Approved,1.0,23,51,80000,Very Good,No,0.15,C,282
Renter,10.38,5000,Study,Approved,3.0,2,23,50400,Very Good,No,0.1,C,35
Renter,17.99,10200,Personal,Declined,,5,29,30000,Poor,No,0.34,C,71
Mortgage,13.23,5000,Business,Approved,3.0,7,28,64000,Good,Yes,0.08,B,95
Renter,9.88,4800,Personal,Approved,0.0,3,24,48000,Very Good,No,0.1,C,45
Renter,14.26,8000,Business,Approved,2.0,4,23,37500,Good,No,0.21,C,50
Renter,14.79,5000,Study,Approved,3.0,17,38,60000,Good,Yes,0.08,C,210
Renter,8.9,5400,Business,Approved,,2,26,36000,Excellent,No,0.15,C,32
Mortgage,7.88,16000,Study,Approved,6.0,3,24,80000,Excellent,No,0.2,B,38
Renter,16.0,20000,Home Improvement,Declined,11.0,8,27,98000,Fair,No,0.2,C,101
Renter,11.12,3000,Study,Approved,4.0,2,26,33189,Very Good,No,0.09,C,27
Renter,14.26,1600,Health,Approved,1.0,4,22,48000,Good,No,0.03,C,57
Mortgage,8.49,2800,Personal,Declined,7.0,3,23,15204,Excellent,No,0.18,B,37
Mortgage,15.62,8000,Business,Declined,14.0,11,38,34000,Fair,No,0.24,B,138
Mortgage,13.49,8450,Debt Consolidation,Approved,3.0,2,25,93080,Good,Yes,0.09,B,28
Owner,7.74,1500,Personal,Approved,0.0,2,25,69570,Excellent,No,0.02,A,32
Mortgage,,2500,Home Improvement,Approved,9.0,17,44,38400,Excellent,No,0.07,B,213
Mortgage,10.65,3950,Study,Approved,6.0,2,22,60000,Very Good,No,0.07,B,30
Mortgage,11.89,6000,Personal,Approved,5.0,4,23,90000,Very Good,No,0.07,B,51
